Name,Identifier,E.C.,GPR,Reversible,Flux Lower Bound,Flux Upper Bound,bigg.reaction,kegg.reaction,metanetx.reaction,reactome
"Transport of 4-S-Glutathionyl-5, 6-Dihydroxyindoline",R_4GLU56DIHDINDt,,,FALSE,0,1000,4GLU56DIHDINDt,,,
excretion of 4-beta-OH-gliclazide into hepatic vein,R_4BHGLZtev,,,TRUE,-1000,1000,4BHGLZtev,,,
4BHGLZitr,R_4BHGLZitr,,,TRUE,-1000,1000,4BHGLZitr,,,
oxidation of gliclazide to 4-beta-OH-gliclazide in hepatocytes,R_4BHGLZhr,,,FALSE,0,1000,4BHGLZhr,,,
excretion of 4-beta-OH-gliclazide into bile,R_4BHGLZABCt,,,FALSE,0,1000,4BHGLZABCt,,,
R_HMR_4692,R_HMR_4692,,,TRUE,-1000,1000,4ABUTtm,,MNXR94993,
Transport of GABA,R_4ABUTtcn,,,FALSE,0,1000,4ABUTtcn,,MNXR94993,
Diffusion of 4-Acetamidobutanoate,R_4AABUTNt,3.1.1.4,,TRUE,-1000,1000,4AABUTNt,,,
R_HMR_6758,R_HMR_6758,1.4.3.4;1.4.3.6;1.4.3.21;1.4.3.22,(ENSG00000189221) or (ENSG00000069535) or (ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,42A12BOOX,R04300,MNXR94989,
R_HMR_6752,R_HMR_6752,1.4.3.4,(ENSG00000189221) or (ENSG00000069535),FALSE,0,1000,41R2A1H12BOOX,R02532,MNXR94988,
"Transport of 3-Ureidoisobutyrate, Diffusion",R_3UIBtd,3.1.1.4,,TRUE,-1000,1000,3UIBtd,,,
R_HMR_3866,R_HMR_3866,,,FALSE,0,1000,3SPYRSPm,R04861,,
R_HMR_3851,R_HMR_3851,,,FALSE,0,1000,3SPYRSP,R04861,MNXR109172,
R_HMR_3865,R_HMR_3865,2.6.1.1;2.6.1.7,(ENSG00000125166),FALSE,0,1000,3SALATAim,R02619,,
R_HMR_8063,R_HMR_8063,,,FALSE,0,1000,3SALAOX,,MNXR94979,
R_HMR_3910,R_HMR_3910,4.1.1.15;4.1.1.29,(ENSG00000136750) or (ENSG00000128683) or (ENSG00000139631),FALSE,0,1000,3SALACBOXL,R02466,MNXR107527 || MNXR94978,
R_HMR_3863,R_HMR_3863,,(ENSG00000115840) or (ENSG00000004864),TRUE,-1000,1000,3SALAASPm,,MNXR94977,
Transport of 3-Phospho-D-Glycerate,R_3PGtr,,,TRUE,-1000,1000,3PGtr,,,
Formation of 3-Hydoxy-Suberyl Coa,R_3OHSUBCOAx,1.3.3.6;4.2.1.17,(ENSG00000161533 and ENSG00000104823) or (ENSG00000161533 and ENSG00000113790),FALSE,0,1000,3OHSUBCOAx,,,
Formation of 3-Hydoxy-Suberic Acid,R_3OHSUBACx,,,FALSE,0,1000,3OHSUBACx,,,
"Transport of 3-Hydoxy-Suberic Acid, Peroxisomal",R_3OHSUBACtxc,,,FALSE,0,1000,3OHSUBACtxc,,,
"Transport of 3-Hydoxy-Suberic Acid, Extracellular",R_3OHSUBACte,,,FALSE,0,1000,3OHSUBACte,,,
Formation of 3-Hydroxy-Sebacoyl Coa,R_3OHSEBCOAx,1.3.3.6;4.2.1.17,(ENSG00000161533 and ENSG00000104823) or (ENSG00000161533 and ENSG00000113790),FALSE,0,1000,3OHSEBCOAx,,,
Formation of 3-Hydroxy-Sebacic Acid,R_3OHSEBACx,,,FALSE,0,1000,3OHSEBACx,,,
"Transportof 3-Hydroxy-Sebacic Acid, Peroxisomal",R_3OHSEBACtxc,,,FALSE,0,1000,3OHSEBACtxc,,,
"Transport of 3-Hydroxy-Sebacic Acid, Extracellular",R_3OHSEBACte,2.3.1.1,,FALSE,0,1000,3OHSEBACte,,,
"Transport of 3-Hydroxy-Glutarate, Mitochondrial",R_3OHGLUTACtm,,,FALSE,0,1000,3OHGLUTACtm,,,
"Transport of 3-Hydroxy-Glutarate, Extracellular",R_3OHGLUTACte,,,FALSE,0,1000,3OHGLUTACte,,,
Formation of 3-Hydroxy-Glutarate,R_3OHGLUTACm,,,FALSE,0,1000,3OHGLUTACm,,,
"Transport of 3-Hydroxy-Glutarate, Extracellular, Antiport",R_3OHGLUTACOAT3t,,(ENSG00000149452),TRUE,-1000,1000,3OHGLUTACOAT3t,,,
efflux of 3-OH-acetaminophen into hepatic vein,R_3OHACMPtev,,,FALSE,0,1000,3OHACMPtev,,,
3OHACMPitr,R_3OHACMPitr,,,TRUE,-1000,1000,3OHACMPitr,,,
oxidation of acetaminophen to 3-OH-acetaminophen in hepatocytes,R_3OHACMPhr,1.14.13.-,(ENSG00000130649) or (ENSG00000255974),FALSE,0,1000,3OHACMPhr,,,
"3'-Nucleotidase (AMP), Lysosomal",R_3NTD7l,3.1.3.2,(ENSG00000102575) or (ENSG00000134575) or (ENSG00000162836) or (ENSG00000014257),FALSE,0,1000,3NTD7l,,MNXR94935,
Secretion of 3-Methyl-Thio-Propionate,R_3MTPte,3.1.1.3,,FALSE,0,1000,3MTPte,,,
"Transport of 3-Methoxytyramine, Diffusion",R_3MOXTYRt,3.1.1.4,,TRUE,-1000,1000,3MOXTYRt,,,
R_HMR_6764,R_HMR_6764,1.4.3.4,(ENSG00000189221) or (ENSG00000069535),FALSE,0,1000,3MOXTYROX,R04890,MNXR94931,
3-Methoxytyramine Secretion via Secretory Vesicle (ATP Driven),R_3MOXTYRESSte,,,FALSE,0,1000,3MOXTYRESSte,,MNXR94930,
"Transport 3-Methoxy-4-Hydroxymandelate, Extracellular",R_3MOX4HOXMte,,,FALSE,0,1000,3MOX4HOXMte,,,
R_HMR_8093,R_HMR_8093,,,FALSE,0,1000,3MOPt2im,,MNXR94927,
Transport of 3-Methyl-2-Oxopentanoate,R_3MOPte,,,TRUE,-1000,1000,3MOPt,,MNXR94926,
Transport of 3-Methyl-2-Oxobutanoate,R_3MOBte,,,TRUE,-1000,1000,3MOBte,,MNXR94924,
3-Methyl-2-Oxobutanoate Mitochondrial Transport via Proton Symport,R_3MOBt2im,,,FALSE,0,1000,3MOBt2im,,MNXR94923,
R_HMR_4432,R_HMR_4432,,,TRUE,-1000,1000,3MLDAt,,MNXR94920,
Transport of Methyl-Histidine by System L Transport (Lat2),R_3MHISt3,3.1.1.4,,TRUE,-1000,1000,3MHISt3,,,
Transport of Methyl-Histidine by System L Transport (Lat1),R_3MHISt2,3.1.1.4,,TRUE,-1000,1000,3MHISt2,,,
Transport of Methyl-Histidine by System N Transport,R_3MHISt1,3.1.1.4,,TRUE,-1000,1000,3MHISt1,,,
Formation of Methyl-Histidine,R_3MHISc,2.1.1.-,,TRUE,-1000,1000,3MHISc,,,
Transport of 3-Methyl-Glutarate,R_3MGLUTRte,,,FALSE,0,1000,3MGLUTRte,,,
Formation of 3-Methyl-Glutarate,R_3MGLUTRc,,,FALSE,0,1000,3MGLUTRc,,,
"Transport of 3-Methyl-Glutaconate, Mitochondrial",R_3MGLUTACtm,,,FALSE,0,1000,3MGLUTACtm,,,
"Transport of 3-Methyl-Glutaconate, Extracellular",R_3MGLUTACte,,,FALSE,0,1000,3MGLUTACte,,,
Formation of 3-Methyl-Glutaconate,R_3MGLUTACc,,,FALSE,0,1000,3MGLUTACc,,,
3MEACMPitr,R_3MEACMPitr,,,TRUE,-1000,1000,3MEACMPitr,,,
formation of 3-methoxy-acetaminophen in hepatocytes,R_3MEACMPhc,,,FALSE,0,1000,3MEACMPhc,,,
Transport of 3-Iodo-L-Tyrosine,R_3ITYR_Lte,,,TRUE,-1000,1000,3ITYR_Lte,,,
uptake of 3-alpha-iso-pravastatin by hepatocytes,R_3ISPVSthc,,(ENSG00000137491) or (ENSG00000134538),TRUE,-1000,1000,3ISPVSthc,,,
3-alpha-iso-pravastatin exit into portal blood,R_3ISPVStep,,,TRUE,-1000,1000,3ISPVStep,,,
efflux of 3-alpha-iso-pravastatin into bile,R_3ISPVSteb,,(ENSG00000073734) or (ENSG00000023839) or (ENSG00000118777),FALSE,0,1000,3ISPVSteb,,,
3ISPVSitr,R_3ISPVSitr,,,TRUE,-1000,1000,3ISPVSitr,,,
isomerization of pravastatin to 3-alpha-iso-pravastatin in hepatocytes,R_3ISPVShc,,,FALSE,0,1000,3ISPVShc,,,
R_HMR_8092,R_HMR_8092,1.4.3.4,(ENSG00000189221) or (ENSG00000069535),FALSE,0,1000,3HXKYNOXDA,R04907,MNXR94907,
R_HMR_8091,R_HMR_8091,4.1.1.28,(ENSG00000132437),FALSE,0,1000,3HXKYNDCL,,MNXR94906,
3HSMVitr,R_3HSMVitr,,,TRUE,-1000,1000,3HSMVitr,,,
acid catalyzed rearrangement of 6-beta-hydroxy-simvastatin to 3-hydroxy simvastatin,R_3HSMVhep,1.14.13.-;1.14.14.1,(ENSG00000106258) or (ENSG00000100197) or (ENSG00000138115) or (ENSG00000160868),FALSE,0,1000,3HSMVhep,,,
efflux of 3-hydroxy-simvastatin-acid form into bile,R_3HSMVACIDteb,,,FALSE,0,1000,3HSMVACIDteb,,,
conversion of 3-hydroxy simvastatin lactone to acid form,R_3HSMVACIDhep,3.1.1.2,(ENSG00000105852),FALSE,0,1000,3HSMVACIDhep,,,
uptake of 3-hydroxy pravastatin by hepatocytes,R_3HPVSthc,,(ENSG00000137491) or (ENSG00000134538),TRUE,-1000,1000,3HPVSthc,,,
3-hydroxy pravastatin exit into portal blood,R_3HPVStep,,,TRUE,-1000,1000,3HPVStep,,,
efflux of 3-S-hydroxy-pravastatin into bile,R_3HPVSteb,,(ENSG00000073734) or (ENSG00000023839) or (ENSG00000118777),FALSE,0,1000,3HPVSteb,,,
3HPVSitr,R_3HPVSitr,,,TRUE,-1000,1000,3HPVSitr,,,
oxidation of pravastatin to 3-hydroxy pravastatin in hepatocytes,R_3HPVShc,1.14.13.-;1.14.13.30,(ENSG00000186115) or (ENSG00000186529) or (ENSG00000160868),FALSE,0,1000,3HPVShc,,,
exit of 3-S-hydroxy-pravastatin-tetranor into hepatic vein,R_3HPVSTETtev,,,TRUE,-1000,1000,3HPVSTETtev,,,
efflux of 3-S-hydroxy-pravastatin-tetranor into bile,R_3HPVSTETteb,,(ENSG00000073734) or (ENSG00000023839) or (ENSG00000118777),FALSE,0,1000,3HPVSTETteb,,,
3HPVSTEThc,R_3HPVSTEThc,,,FALSE,0,1000,3HPVSTEThc,,,
3HPVSTETCOAitx,R_3HPVSTETCOAitx,,,TRUE,-1000,1000,3HPVSTETCOAitx,,,
3HPVSTETCOAitm,R_3HPVSTETCOAitm,,,TRUE,-1000,1000,3HPVSTETCOAitm,,,
"beta oxidation of 3-S-hydroxy-pravastatin-CoA to tetranor-CoA in hepatocytes, peroxisomes",R_3HPVSTETCOAhcx,1.3.3.6;4.2.1.17;1.1.1.35;2.3.1.16,(ENSG00000133835) or (ENSG00000113790) or (ENSG00000161533) or (ENSG00000060971),FALSE,0,1000,3HPVSTETCOAhcx,,,
"beta oxidation of 3-S-hydroxy-pravastatin-CoA to tatranor-CoA derivative in hepatocytes, mitochondria",R_3HPVSTETCOAhcm,1.3.99.-;4.2.1.17;1.1.1.211;2.3.1.16,(ENSG00000138029) or (ENSG00000072778) or (ENSG00000084754),FALSE,0,1000,3HPVSTETCOAhcm,,,
3HPVSCOAitx,R_3HPVSCOAitx,,,TRUE,-1000,1000,3HPVSCOAitx,,,
3HPVSCOAitm,R_3HPVSCOAitm,,,TRUE,-1000,1000,3HPVSCOAitm,,,
3HPVSCOAhc,R_3HPVSCOAhc,,,FALSE,0,1000,3HPVSCOAhc,,,
"Transport of 3-Hydroxypropionate, Mitochondrial",R_3HPPtm,,,TRUE,-1000,1000,3HPPtm,,,
Transpot of 3-Hydroxypropionate,R_3HPPt,3.1.1.4,,TRUE,-1000,1000,3HPPt,,,
Hydroxylation of 3- (3-Hydroxyphenyl)Propionate,R_3HPPPNOHc,3.1.1.4,,FALSE,0,1000,3HPPPNOHc,,,
Glucuronidation of 3- (3-Hydroxyphenyl)Propionate Hydroxy Derivative,R_3HPPPNOHGLUCc,,,FALSE,0,1000,3HPPPNOHGLUCc,,,
Transport of 3- (3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide into Urine,R_3HPPNOHGLUCte,3.1.1.4,,TRUE,-1000,1000,3HPPNOHGLUCte,,,
3-Hydroxypropionate Dehydrogenase,R_3HPPD,1.1.1.59,,TRUE,-1000,1000,3HPPD,,MNXR94902,
3-Hydroxyisobutyryl-Coenzyme A Hydrolase,R_3HPCOAHYD,3.1.2.4,(ENSG00000198130),FALSE,0,1000,3HPCOAHYD,,MNXR94900,
"Transport of 3-Hydroxy-Isobutyrate, Mitochondrial",R_3HMPtm,,,FALSE,0,1000,3HMPtm,,,
"Transport of 3-Hydroxy-2-Methylpropanoate, Diffusion",R_3HMPtd,3.1.1.4,,TRUE,-1000,1000,3HMPtd,,,
3HLVSTitr,R_3HLVSTitr,,,TRUE,-1000,1000,3HLVSTitr,,,
release of 3-hydroxy-lovastatin acid form into bile,R_3HLVSTACtbc,,,FALSE,0,1000,3HLVSTACtbc,,,
conversion of 3-hydroxy-lovastatin lactone to acid form,R_3HLVSTAChep,3.1.1.2,(ENSG00000105852),FALSE,0,1000,3HLVSTAChep,,,
R_HMR_4244,R_HMR_4244,2.6.1.7,(ENSG00000109576) or (ENSG00000137944) or (ENSG00000171097),FALSE,0,1000,3HKYNAKGAT,R04171,MNXR108708 || MNXR94895,
"Transport of 3-Hydroxy-Isovalerate, Mitochondrial",R_3HIVActm,,,FALSE,0,1000,3HIVActm,,,
"Transport of 3-Hydroxy-Isovalerate, Extracellular",R_3HIVActe,,,FALSE,0,1000,3HIVActe,,,
Formation of 3-Hydroxy-Isovalerate,R_3HIVAcm,,,FALSE,0,1000,3HIVAcm,,,
release of S-3-hydroxy-ibuprofen into hepatic vein,R_3HIBUP_Sthv,,,TRUE,-1000,1000,3HIBUP_Sthv,,,
3HIBUP_Sitr,R_3HIBUP_Sitr,,,TRUE,-1000,1000,3HIBUP_Sitr,,,
glucuronidation of S-3-hydroxy ibuprofen,R_3HIBUP_SGLUhep,2.4.1.17,(ENSG00000171234) or (ENSG00000241119) or (ENSG00000243135),FALSE,0,1000,3HIBUP_SGLUhep,,,
release of R-3-hydroxy-ibuprofen into hepatic vein,R_3HIBUP_Rthv,,,TRUE,-1000,1000,3HIBUP_Rthv,,,
3HIBUP_Ritr,R_3HIBUP_Ritr,,,TRUE,-1000,1000,3HIBUP_Ritr,,,
release of 3-hydroxy S-ibuprofen-glucuronide into hepatic vein,R_3HIBUPGLUC_Sthv,,,TRUE,-1000,1000,3HIBUPGLUC_Sthv,,,
3HIBUPGLUC_Sitr,R_3HIBUPGLUC_Sitr,,,TRUE,-1000,1000,3HIBUPGLUC_Sitr,,,
"Acyl Coenzyme A Dehydrogenase for Glutaryl Coenzyme A, Forming 3-Hydroxy-Glutaryl Coenzyme A",R_3HGLUTCOAm,,,FALSE,0,1000,3HGLUTCOAm,,,
R_HMR_8077,R_HMR_8077,,(ENSG00000033867) or (ENSG00000080493) or (ENSG00000113073) or (ENSG00000188687),FALSE,0,1000,3HCO3_NAt,,MNXR94894,
Transport of (R)-3-Hydroxybutanoyl Coenzyme A into Cytosol,R_3HBCOARc,,(ENSG00000155368),TRUE,-1000,1000,3HBCOARc,,MNXR94892,
"3-Hydroxyisobutyryl Coenzyme A Hydrolase, Mitochondrial",R_3HBCOAHLm,3.1.2.4,,FALSE,0,1000,3HBCOAHLm,,MNXR94891,
R_HMR_7709,R_HMR_7709,4.2.1.55,(ENSG00000121310),TRUE,-1000,1000,3HBCDm,R03027,MNXR107898 || MNXR94890,
R_HMR_4228,R_HMR_4228,1.13.11.6,(ENSG00000162882),FALSE,0,1000,3HAO,R02665,MNXR94889,
Formation of 3-Hydroxy-Adipate,R_3HADPACx,,,FALSE,0,1000,3HADPACx,,,
"Transport of 3-Hydroxy-Adipate, Peroxisomal",R_3HADPACtxc,,,FALSE,0,1000,3HADPACtxc,,,
"Transport of 3-Hydroxy-Adipate, Extracellular",R_3HADPACte,,,FALSE,0,1000,3HADPACte,,,
Formation of 3-Hydroxy-Adipoyl Coa,R_3HADICOAx,1.3.3.6;4.2.1.17,(ENSG00000161533 and ENSG00000104823) or (ENSG00000161533 and ENSG00000113790),FALSE,0,1000,3HADICOAx,,,
Transport of 3-Hydroxy-3-Methyl-Glutarate,R_3H3MGLTte,,,FALSE,0,1000,3H3MGLTte,,,
Formation of 3-Hydroxy-3-Methyl-Glutarate,R_3H3MGLTc,,,FALSE,0,1000,3H3MGLTc,,,
R_HMR_0741,R_HMR_0741,1.1.1.102,(ENSG00000119537),FALSE,0,1000,3DSPHR,R02978,MNXR94866,
Hydroxylation of 3-Decaprenyl-4-Hydroxybenzoate (NADH),R_3DPHBH1,,,FALSE,0,1000,3DPHBH1,,MNXR94864,
3-dehydro-lithocholic acid transport via sodium cotransport,R_3DHLCAt2,,(ENSG00000125255) or (ENSG00000100652),FALSE,0,1000,3DHLCAt2,,,
3-dehydro-lithocholic acid transport via bicarbonate countertransport,R_3DHLCAt,,(ENSG00000186198) or (ENSG00000111700) or (ENSG00000163959) or (ENSG00000134538),TRUE,-1000,1000,3DHLCAt,,,
3-dehydro-lithocholic acid ABC bile acid transporter,R_3DHLCAabc,,(ENSG00000108846) or (ENSG00000073734) or (ENSG00000023839),FALSE,0,1000,3DHLCAabc,,,
3-dehydro-lithocholic acid formation,R_3DHLCAS,1.14.13.97,(ENSG00000160868),FALSE,0,1000,3DHLCAS,,,
3-dehydro-deoxycholic acid transport via sodium cotransport,R_3DHDCAt2,,(ENSG00000125255) or (ENSG00000100652),FALSE,0,1000,3DHDCAt2,,,
3-dehydro-deoxycholic acid transport via bicarbonate countertransport,R_3DHDCAt,,(ENSG00000186198) or (ENSG00000111700) or (ENSG00000163959) or (ENSG00000134538),TRUE,-1000,1000,3DHDCAt,,,
3-dehydro-deoxycholic acid ABC bile acid transporter,R_3DHDCAabc,,(ENSG00000108846) or (ENSG00000073734) or (ENSG00000023839),FALSE,0,1000,3DHDCAabc,,,
3-dehydro-deoxycholic acid formation,R_3DHDCAS,1.14.13.97,(ENSG00000160868),FALSE,0,1000,3DHDCAS,,,
3-Dehydrocholic acid  transport via sodium cotransport,R_3DHCHOLt2,,(ENSG00000125255) or (ENSG00000100652),FALSE,0,1000,3DHCHOLt2,,,
3-Dehydrocholic acid  transport via bicarbonate countertransport,R_3DHCHOLt,,(ENSG00000186198) or (ENSG00000111700) or (ENSG00000163959) or (ENSG00000134538),TRUE,-1000,1000,3DHCHOLt,,,
3-Dehydrocholic acid  ABC bile acid transporter,R_3DHCHOLabc,,(ENSG00000125257) or (ENSG00000108846) or (ENSG00000073734) or (ENSG00000023839),FALSE,0,1000,3DHCHOLabc,,,
3-Dehydrochenodeoxycholic acid transport via sodium cotransport,R_3DHCDCHOLt2,,(ENSG00000125255) or (ENSG00000100652),FALSE,0,1000,3DHCDCHOLt2,,,
3-Dehydrochenodeoxycholic acid transport via bicarbonate countertransport,R_3DHCDCHOLt,,(ENSG00000186198) or (ENSG00000111700) or (ENSG00000163959) or (ENSG00000134538),TRUE,-1000,1000,3DHCDCHOLt,,,
3-Dehydrochenodeoxycholic acid ABC bile acid transporter,R_3DHCDCHOLabc,,(ENSG00000125257) or (ENSG00000108846) or (ENSG00000073734) or (ENSG00000023839),FALSE,0,1000,3DHCDCHOLabc,,,
3-dehydro-chenodehydroxycholic acid formation,R_3DHCDCAS,1.14.13.97,(ENSG00000160868),FALSE,0,1000,3DHCDCAS,,,
3-dehydrocholic acid formation,R_3DHCAS,1.14.13.97,(ENSG00000160868),FALSE,0,1000,3DHCAS,,,
Transport of 3-Hydroxyanthranilate,R_3ANTHRNtr,,,TRUE,-1000,1000,3ANTHRNtr,,,
R_HMR_8089,R_HMR_8089,,(ENSG00000183044),FALSE,0,1000,3AIBtm,,,
"3-Amino-Isobutyrate Transport, Proton Symport",R_3AIBt1,,,TRUE,-1000,1000,3AIBt1,,,
R_HMR_8090,R_HMR_8090,,,FALSE,0,1000,3AIBt,,MNXR94853,
Transport of 3Aib_D into Mitochondria,R_3AIB_Dtm,,,TRUE,-1000,1000,3AIB_Dtm,,MNXR94852,
R_HMR_8088,R_HMR_8088,2.6.1.22,(ENSG00000183044),TRUE,-1000,1000,3AIBTm,R04188,MNXR108721 || MNXR94851,
"3-Amino-Isobutyrate Transport, Sodium Symport",R_3AIBSYMPt,,,TRUE,-1000,1000,3AIBSYMPt,,,
"efflux of 3,5-dihydrodiol-simvastatin-lactone form into bile",R_35DSMVteb,,,FALSE,0,1000,35DSMVteb,,,
35DSMVitr,R_35DSMVitr,,,TRUE,-1000,1000,35DSMVitr,,,
"formation of 3,5-dihydrodoil simvastatin",R_35DSMVhep,1.14.13.-;1.14.14.1,(ENSG00000106258) or (ENSG00000100197) or (ENSG00000138115) or (ENSG00000160868),FALSE,0,1000,35DSMVhep,,,
"Transport of 3, 5-Diiodo-L-Tyrosine",R_35DIODTYRte,,,TRUE,-1000,1000,35DIODTYRte,,,
uptake of 3-alpha-5-beta-dihydroxy pravastatin by hepatocytes,R_35DHPVSthc,,(ENSG00000137491) or (ENSG00000134538),TRUE,-1000,1000,35DHPVSthc,,,
3-alpha-5-beta-dihydroxy pravastatin exit into portal blood,R_35DHPVStep,,,TRUE,-1000,1000,35DHPVStep,,,
35DHPVSitr,R_35DHPVSitr,,,TRUE,-1000,1000,35DHPVSitr,,,
conversion of pravastatin to 3-alpha-5-beta-dihydroxy pravastatin in entercoytes,R_35DHPVShc,1.14.13.-,(ENSG00000160868),FALSE,0,1000,35DHPVShc,,,
R_HMR_8082,R_HMR_8082,,,TRUE,-1000,1000,35CGMPtn,,MNXR94849,
Transport of 3- (4-Hydroxyphenyl)Pyruvate,R_34HPPte,,,TRUE,-1000,1000,34HPPte,,MNXR94846,
R_HMR_6781,R_HMR_6781,,,TRUE,-1000,1000,34HPPt2m,,MNXR94845,
R_HMR_6772,R_HMR_6772,1.13.11.27,(ENSG00000158104),FALSE,0,1000,34HPPOR,R02521,MNXR94843,
"Transport of 3-(4-Hydroxyphenyl)Lactate, Mitochondrial",R_34HPLtm,,,TRUE,-1000,1000,34HPLtm,,,
Transport of 3- (4-Hydroxyphenyl)Lactate,R_34HPLte,3.1.1.4,,TRUE,-1000,1000,34HPLte,,,
3- (4-Hydroxyphenyl-)Lactate Formation,R_34HPLFM,,,FALSE,0,1000,34HPLFM,,MNXR94842,
R_HMR_8081,R_HMR_8081,,(ENSG00000112394),TRUE,-1000,1000,34DHPHEt,,MNXR94838,
"Transport of 3, 4-Dihydroxy-L-Phenylalanine by Lat1 in Association with 4F2Hc, Across the Apical Surface of the Membranes",R_34DHPHELAT1tc,,(ENSG00000168003 and ENSG00000103257),FALSE,0,1000,34DHPHELAT1tc,,MNXR94837,
" (3, 4-Dihydroxyphenyl)Acetate (Dopac) Transport, Cytosol",R_34DHPHAte,,(ENSG00000149452) or (ENSG00000197901),TRUE,-1000,1000,34DHPHAte,,,
"Transport of 3, 4-Dihydroxyphenylethanol via Passive Diffusion",R_34DHPEt,,,TRUE,-1000,1000,34DHPEt,,,
"3, 4-Dihydroxyphenylethanol:NADP+ Reductase",R_34DHPEAR,1.1.1.2,(ENSG00000117448),FALSE,0,1000,34DHPEAR,,,
R_HMR_8080,R_HMR_8080,,,TRUE,-1000,1000,34DHOXPEGt,,MNXR94834,
"3, 4-Dihydroxymandelate Transport, Cytosol",R_34DHOXMANDte,,(ENSG00000149452) or (ENSG00000197901),TRUE,-1000,1000,34DHOXMANDte,,,
efflux of 31-O-desmethyl tacrolimus into intestinal lumen by ABC transporter,R_31DMTtu,,,FALSE,0,1000,31DMTtu,,,
exit of 31-O-desmethyl tacrolimus into portal blood,R_31DMTtep,,,TRUE,-1000,1000,31DMTtep,,,
31DMTitr,R_31DMTitr,,,TRUE,-1000,1000,31DMTitr,,,
demethylation of tacrolimus to 31-O-desmethyl tacrolimus in hepatocytes,R_31DMThr,,,FALSE,0,1000,31DMThr,,,
Transport of 2-Phospho-D-Glycerate,R_2PGtr,,,TRUE,-1000,1000,2PGtr,,,
Transport of 2-Oxoadipate by Alpha-Ketoglutarate Antiport,R_2OXOADPt,3.1.1.4,,TRUE,-1000,1000,2OXOADPt,,,
R_HMR_4237,R_HMR_4237,,(ENSG00000183032),TRUE,-1000,1000,2OXOADPTm,,MNXR94819,
R_HMR_4239,R_HMR_4239,1.2.4.2,(ENSG00000119689 and ENSG00000091140 and ENSG00000105953),FALSE,0,1000,2OXOADOXm,R01933,MNXR94818,
Transport by Monocarboxylate Transporter-2 into Extracellular Space,R_2OBUTt,,(ENSG00000118596),TRUE,-1000,1000,2OBUTt,,,
R_HMR_3762,R_HMR_3762,,,TRUE,-1000,1000,2MOPtm,,,
R_HMR_8079,R_HMR_8079,,,TRUE,-1000,1000,2MCITt,,MNXR94811,
Transport of 2-Methylcrotonoyl Coenzyme A into Cytosol,R_2MB2COAc,,(ENSG00000155368),TRUE,-1000,1000,2MB2COAc,,MNXR94807,
Formation of 2-Methyl-3-Oxo-Valeryl Coa,R_2M3OVCOAm,2.3.1.9,(ENSG00000075239),TRUE,-1000,1000,2M3OVCOAm,,,
"Transport of 2-Methyl-3-Oxo-Valerate, Mitochondrial",R_2M3OVACtm,,,FALSE,0,1000,2M3OVACtm,,,
Formation of 2-Methyl-3-Oxo-Valerate,R_2M3OVACm,,,FALSE,0,1000,2M3OVACm,,,
Transport of 2-Methyl-3-Hydroxy-Valerate,R_2M3HVACte,,,FALSE,0,1000,2M3HVACte,,,
Formation of 2-Methyl-3-Hydroxy-Valerate,R_2M3HVACc,,,TRUE,-1000,1000,2M3HVACc,,,
"Transport of 2-Methyl-3-Hydroxy-Butyrate, Mitochondrial",R_2M3HBUtm,,,FALSE,0,1000,2M3HBUtm,,,
"Transport of 2-Methyl-3-Hydroxy-Butyrate, Extracellular",R_2M3HBUte,,,FALSE,0,1000,2M3HBUte,,,
Formation of 2-Methyl-3-Hydroxy-Butyrate,R_2M3HBUc,,,FALSE,0,1000,2M3HBUc,,,
"2-Hydroxyphenylacetate Proton Symport, Cytosol",R_2HYOXPLCte,3.6.3.44,(ENSG00000155380),TRUE,-1000,1000,2HYOXPLCte,,,
"Transport of 2-Hydroxy-Glutarate, Extracellular",R_2HYDOGte,,,FALSE,0,1000,2HYDOGte,,,
"Transport of 2-Hydroxy-Glutarate, Extracellular, Antiport",R_2HYDOGOAT3t,,(ENSG00000149452),TRUE,-1000,1000,2HYDOGOAT3t,,,
Transport of 2-Hydroxy-Isovalerate,R_2HIVte,,,TRUE,-1000,1000,2HIVte,,,
Formation of 2-Hydroxy-Isovalerate,R_2HIVc,1.1.1.27,(ENSG00000171989) or (ENSG00000134333) or (ENSG00000166800) or (ENSG00000166796) or (ENSG00000111716) or (ENSG00000151116) or (ENSG00000134333 and ENSG00000111716),TRUE,-1000,1000,2HIVc,,,
release of S-2-hydroxy-ibuprofen into hepatic vein,R_2HIBUP_Sthv,,,TRUE,-1000,1000,2HIBUP_Sthv,,,
2HIBUP_Sitr,R_2HIBUP_Sitr,,,TRUE,-1000,1000,2HIBUP_Sitr,,,
glucuronidation of S-2-hydroxy ibuprofen,R_2HIBUP_SGLUhep,2.4.1.17,(ENSG00000171234) or (ENSG00000241119) or (ENSG00000243135),FALSE,0,1000,2HIBUP_SGLUhep,,,
release of R-2-hydroxy-ibuprofen into hepatic vein,R_2HIBUP_Rthv,,,TRUE,-1000,1000,2HIBUP_Rthv,,,
2HIBUP_Ritr,R_2HIBUP_Ritr,,,TRUE,-1000,1000,2HIBUP_Ritr,,,
